iter	Logloss
547	0.1147371003
548	0.1146474435
549	0.114569208
550	0.1144376229
551	0.114382233
552	0.1142886988
553	0.1142547995
554	0.1140467719
555	0.1139840423
556	0.1139073593
557	0.113826374
558	0.1137704374
559	0.113706944
560	0.1136216279
561	0.1135374803
562	0.1134898734
563	0.1134262439
564	0.1133691023
565	0.1132597308
566	0.1131892216
567	0.1131167564
568	0.1130482123
569	0.113006686
570	0.1129678283
571	0.1128502057
572	0.1127912258
573	0.1127370251
574	0.1127166854
575	0.112690487
576	0.1126295727
577	0.1125493604
578	0.1124671849
579	0.1124491721
580	0.1123459774
581	0.112255134
582	0.1121738922
583	0.1121222424
584	0.1120315881
585	0.1119028654
586	0.1118156982
587	0.111766669
588	0.1117138384
589	0.1116153911
590	0.11155647
591	0.1114931699
592	0.1114566768
593	0.1113909159
594	0.1112973482
595	0.1111986356
596	0.1111169747
597	0.1110310135
598	0.1109358914
599	0.1107714121
600	0.1106926036
601	0.110646601
602	0.1105570517
603	0.1104913082
604	0.1104159217
605	0.1103506208
606	0.1103062195
607	0.1102883604
608	0.1101841551
609	0.110127101
610	0.1100810563
611	0.1099473276
612	0.1098931125
613	0.1097727931
614	0.1097018497
615	0.1096200448
616	0.1095671921
617	0.1094853332
618	0.1093049761
619	0.1092288121
620	0.109185707
621	0.1091427882
622	0.1091039794
623	0.1090713372
624	0.109025789
625	0.1089280629
626	0.1088587498
627	0.108819954
628	0.108759831
629	0.10873046
630	0.1086939677
631	0.1085394606
632	0.1084739844
633	0.1083967029
634	0.1082432496
635	0.1081688653
636	0.1081057285
637	0.108071471
638	0.1079997164
639	0.1079314195
640	0.1079029121
641	0.1078496234
642	0.1077737394
643	0.1076721654
644	0.1076544897
645	0.1076225148
646	0.1075293772
647	0.1074636492
648	0.1073981333
649	0.1073137874
650	0.1072709035
651	0.1071551183
652	0.1070709653
653	0.1069654319
654	0.1069044929
655	0.1067779157
656	0.106714185
657	0.10664606
658	0.1065800855
659	0.1065366744
660	0.1064813345
661	0.1064145627
662	0.106352319
663	0.1062500514
664	0.1061891895
665	0.1061185374
666	0.1060641379
667	0.1060086632
668	0.1059004183
669	0.1058245716
670	0.1057492331
671	0.1057257629
672	0.1056785023
673	0.105581809
674	0.1055257446
675	0.1054777579
676	0.1054376303
677	0.1052064401
678	0.1051454961
679	0.1050891122
680	0.1050249693
681	0.1050093493
682	0.1049823817
683	0.1049339027
684	0.1048718948
685	0.104804439
686	0.1047433648
687	0.104691225
688	0.1046506255
689	0.1045859869
690	0.1044662821
691	0.1044039964
692	0.1043449215
693	0.1042843941
694	0.1042374264
695	0.1041778447
696	0.1041348022
697	0.1040850366
698	0.1040056886
699	0.10394911
700	0.1038843178
701	0.103809518
702	0.1037562393
703	0.1036565262
704	0.103620652
705	0.1035836135
706	0.1035411248
707	0.1035031501
708	0.1034276003
709	0.1033657612
710	0.1032835679
711	0.1032197464
712	0.1031946455
713	0.103154515
714	0.1029637077
715	0.1028673549
716	0.1027209086
717	0.1026729607
718	0.102625354
719	0.1025861835
720	0.1024997267
721	0.102481691
722	0.102424674
723	0.1023654757
724	0.1023075282
725	0.1022432676
726	0.1021775428
727	0.1021549192
728	0.1021079513
729	0.1020396279
730	0.1019922759
731	0.1019778082
732	0.1019065655
733	0.1018699426
734	0.1018273583
735	0.1017889354
736	0.1017663183
737	0.1017043699
738	0.101665029
739	0.1015852923
740	0.1015276098
741	0.1014475989
742	0.101405308
743	0.1013715774
744	0.1012971339
745	0.1012288892
746	0.1011613971
747	0.1011259121
748	0.1010741304
749	0.1009765302
750	0.1008758124
751	0.1008462323
752	0.1007810755
753	0.1006722906
754	0.1005407297
755	0.1005128632
756	0.1004637073
757	0.1003756165
758	0.100330498
759	0.1002861198
760	0.1002074865
761	0.1001697674
762	0.1000497866
763	0.1000340995
764	0.0999631858
765	0.09992221833
766	0.0998944257
767	0.09980731887
768	0.09974631218
769	0.09970846638
770	0.09967793728
771	0.0995741315
772	0.09952367324
773	0.0994676737
774	0.0994199919
775	0.09938156267
776	0.09931823732
777	0.09926765547
778	0.09918996687
779	0.09914171231
780	0.09903091902
781	0.09896088801
782	0.0988527089
783	0.09882386913
784	0.09877905142
785	0.09872657141
786	0.0986878802
787	0.09866720759
788	0.09862394137
789	0.0986033976
790	0.09855305649
791	0.09850580731
792	0.09842979734
793	0.09838496586
794	0.09836990857
795	0.09831452901
796	0.09828066187
797	0.09822288628
798	0.09814754006
799	0.09809678694
800	0.09806365253
801	0.09800796018
802	0.09797292817
803	0.09793790309
804	0.09787675354
805	0.09783937519
806	0.09781236201
807	0.09775749052
808	0.0977256995
809	0.09766214778
810	0.09761152174
811	0.09757624968
812	0.09752588986
813	0.09751049515
814	0.09745841697
815	0.09738207182
816	0.09732690921
817	0.09723623596
818	0.09711737494
819	0.09708682512
820	0.09703800821
821	0.09700210632
822	0.09692684572
823	0.09686207895
824	0.09682269714
825	0.09670926492
826	0.09666313823
827	0.09655720365
828	0.09650504601
829	0.0964644481
830	0.09643605131
831	0.09637665519
832	0.09635974533
833	0.09632535144
834	0.09630466214
835	0.09625119721
836	0.0961443821
837	0.09610104943
838	0.09605153876
839	0.09602512524
840	0.09600593976
841	0.09596176704
842	0.09592024028
843	0.09587778331
844	0.09583655215
845	0.09578629058
846	0.09575559747
847	0.09565575972
848	0.09556018309
849	0.09552223509
850	0.09547751701
851	0.09541920432
852	0.09537495348
853	0.09533653164
854	0.09529890967
855	0.09523756947
856	0.09514177678
857	0.09511492445
858	0.09506003134
859	0.09502907654
860	0.0949588803
861	0.09490115504
862	0.09485188115
863	0.0948018198
864	0.09476241902
865	0.09474444849
866	0.09466973256
867	0.09459632143
868	0.09457051481
869	0.09452066233
870	0.09446891432
871	0.09444566143
872	0.09441271724
873	0.09438174696
874	0.09433276253
875	0.09430769792
876	0.09426580165
877	0.09414403392
878	0.09410944914
879	0.09407370654
880	0.094012018
881	0.09396627017
882	0.09391295353
883	0.0938155117
884	0.09378248367
885	0.09365561585
886	0.09362157411
887	0.09353376247
888	0.09349603906
889	0.09345371505
890	0.09336801088
891	0.09333716755
892	0.09330376664
893	0.09327946155
894	0.0932095845
895	0.09315283122
896	0.09310299186
897	0.09305663063
898	0.09301388193
899	0.09295629347
900	0.09291229546
901	0.09284764692
902	0.09281325857
903	0.09275547384
904	0.0927149536
905	0.09264156146
906	0.09260111564
907	0.09257652309
908	0.092533422
909	0.09248216336
910	0.09245054657
911	0.09241126643
912	0.09236831625
913	0.09233937611
914	0.09230594601
915	0.09227961168
916	0.09224526718
917	0.09219934236
918	0.09216431095
919	0.09214547828
920	0.09211365721
921	0.09207634183
922	0.09198449564
923	0.09192072643
924	0.09182509044
925	0.09177921961
926	0.09172592022
927	0.09164095527
928	0.09158262565
929	0.09153737106
930	0.09148712579
931	0.09142486994
932	0.09136293629
933	0.0913507276
934	0.09130921041
935	0.0912806352
936	0.09126351294
937	0.09119948563
938	0.09113580393
939	0.09111915354
940	0.09106202274
941	0.0909889788
942	0.09096511856
943	0.0909263463
944	0.0908968832
945	0.09083858566
946	0.09078278337
947	0.09074559547
948	0.09070253861
949	0.09062502416
950	0.09056780197
951	0.09055298621
952	0.09049690584
953	0.09043829159
954	0.09035212851
955	0.09027946098
956	0.09019957489
957	0.09016432536
958	0.09013275149
959	0.09008701298
960	0.09004954117
961	0.09002922848
962	0.08995206682
963	0.08990654988
964	0.08988343742
965	0.0898639755
966	0.08981455675
967	0.08979215396
968	0.08975204664
969	0.08973625299
970	0.08970064585
971	0.08966187321
972	0.08959656738
973	0.0895749765
974	0.08954802924
975	0.08950599703
976	0.08944153149
977	0.08939358712
978	0.08936069892
979	0.08931377235
980	0.08929013663
981	0.08919639295
982	0.08914417932
983	0.08907918147
984	0.08904846024
985	0.08903751866
986	0.08898590023
987	0.08891610882
988	0.08884424297
989	0.08882733527
990	0.08877078239
991	0.08874544318
992	0.08869037646
993	0.08866316732
994	0.08859152364
995	0.08855690897
996	0.08853634763
997	0.08847507302
998	0.08843168127
999	0.0884020677
