iter	Passed	Remaining
402	11309	16754
403	11328	16712
404	11350	16675
405	11371	16637
406	11390	16596
407	11409	16555
408	11428	16513
409	11446	16471
410	11464	16430
411	11483	16389
412	11501	16347
413	11519	16305
414	11541	16269
415	11565	16235
416	11586	16199
417	11606	16160
418	11627	16123
419	11648	16085
420	11667	16046
421	11686	16006
422	11709	15972
423	11730	15936
424	11754	15903
425	11777	15869
426	11799	15833
427	11820	15797
428	11844	15764
429	11870	15734
430	11901	15712
431	11930	15686
432	11954	15653
433	11975	15617
434	11994	15578
435	12011	15538
436	12028	15497
437	12048	15459
438	12065	15418
439	12083	15379
440	12104	15342
441	12124	15306
442	12146	15271
443	12165	15234
444	12183	15195
445	12200	15155
446	12218	15116
447	12236	15077
448	12254	15038
449	12277	15005
450	12300	14973
451	12324	14941
452	12348	14910
453	12374	14881
454	12400	14853
455	12428	14827
456	12457	14801
457	12484	14774
458	12509	14744
459	12538	14718
460	12563	14689
461	12587	14658
462	12613	14629
463	12638	14599
464	12668	14575
465	12698	14551
466	12731	14530
467	12758	14503
468	12783	14473
469	12807	14442
470	12872	14458
471	12924	14458
472	12981	14463
473	13025	14454
474	13061	14436
475	13089	14408
476	13120	14385
477	13145	14356
478	13170	14325
479	13193	14293
480	13219	14263
481	13243	14232
482	13272	14206
483	13300	14180
484	13327	14152
485	13353	14123
486	13378	14092
487	13403	14062
488	13426	14030
489	13453	14002
490	13482	13976
491	13509	13948
492	13535	13919
493	13559	13888
494	13585	13859
495	13610	13829
496	13638	13803
497	13671	13781
498	13699	13754
499	13725	13725
500	13750	13696
501	13775	13666
502	13803	13638
503	13832	13612
504	13861	13586
505	13886	13557
506	13914	13529
507	13939	13500
508	13965	13471
509	13991	13442
510	14019	13416
511	14048	13389
512	14074	13361
513	14098	13330
514	14126	13303
515	14155	13277
516	14183	13251
517	14214	13226
518	14245	13202
519	14269	13171
520	14295	13142
521	14320	13113
522	14345	13083
523	14372	13055
524	14401	13029
525	14432	13005
526	14456	12975
527	14482	12946
528	14508	12917
529	14536	12890
530	14563	12863
531	14591	12835
532	14619	12809
533	14644	12779
534	14669	12749
535	14694	12721
536	14718	12689
537	14742	12659
538	14771	12634
539	14804	12611
540	14829	12582
541	14856	12554
542	14882	12525
543	14903	12492
544	14923	12459
545	14948	12430
546	14979	12404
547	15003	12375
548	15027	12344
549	15051	12315
550	15073	12282
551	15096	12252
552	15124	12225
553	15151	12197
554	15177	12169
555	15202	12139
556	15230	12113
557	15255	12083
558	15278	12053
559	15305	12026
560	15332	11998
561	15361	11972
562	15385	11942
563	15412	11914
564	15438	11886
565	15464	11858
566	15494	11832
567	15527	11809
568	15556	11783
569	15585	11757
570	15613	11730
571	15641	11703
572	15673	11679
573	15707	11657
574	15732	11628
575	15756	11598
576	15780	11568
577	15802	11537
578	15829	11509
579	15856	11482
580	15884	11455
581	15912	11428
582	15936	11399
583	15962	11370
584	15988	11342
585	16015	11314
586	16045	11289
587	16073	11262
588	16104	11237
589	16131	11209
590	16155	11180
591	16180	11151
592	16205	11122
593	16232	11095
594	16260	11068
595	16287	11040
596	16313	11012
597	16337	10982
598	16362	10953
599	16390	10926
600	16419	10901
601	16446	10873
602	16472	10844
603	16494	10814
604	16524	10788
605	16550	10760
606	16574	10730
607	16601	10703
608	16630	10677
609	16657	10649
610	16684	10622
611	16712	10595
612	16739	10567
613	16765	10539
614	16793	10512
615	16821	10485
616	16847	10458
617	16873	10430
618	16899	10401
619	16924	10373
620	16948	10343
621	16974	10315
622	17004	10290
623	17029	10261
624	17053	10232
625	17079	10204
626	17103	10174
627	17127	10145
628	17154	10118
629	17182	10091
630	17206	10062
631	17231	10033
632	17256	10005
633	17280	9976
634	17305	9947
635	17334	9921
636	17364	9895
637	17394	9869
638	17419	9841
639	17444	9812
640	17468	9783
641	17494	9755
642	17520	9727
643	17547	9700
644	17571	9671
645	17594	9641
646	17618	9612
647	17642	9583
648	17702	9573
649	17755	9560
650	17799	9542
651	17826	9514
652	17851	9486
653	17877	9458
654	17905	9431
655	17933	9404
656	17958	9375
657	17985	9347
658	18010	9319
659	18034	9290
660	18058	9261
661	18086	9234
662	18117	9209
663	18142	9180
664	18167	9152
665	18192	9123
666	18216	9094
667	18240	9065
668	18268	9038
669	18298	9012
670	18323	8984
671	18347	8955
672	18372	8926
673	18399	8899
674	18424	8870
675	18450	8843
676	18479	8816
677	18507	8789
678	18535	8762
679	18562	8735
680	18588	8707
681	18615	8679
682	18644	8653
683	18674	8627
684	18702	8600
685	18729	8572
686	18755	8545
687	18779	8516
688	18803	8487
689	18830	8460
690	18858	8433
691	18883	8404
692	18908	8376
693	18933	8348
694	18957	8319
695	18981	8290
696	19008	8263
697	19035	8236
698	19060	8207
699	19085	8179
700	19111	8151
701	19137	8123
702	19161	8095
703	19189	8068
704	19215	8040
705	19242	8013
706	19268	7985
707	19292	7956
708	19319	7929
709	19344	7901
710	19372	7874
711	19403	7848
712	19427	7820
713	19453	7792
714	19479	7764
715	19506	7737
716	19533	7709
717	19562	7683
718	19591	7656
719	19617	7629
720	19643	7601
721	19666	7572
722	19690	7544
723	19715	7515
724	19745	7489
725	19780	7465
726	19808	7438
727	19833	7410
728	19858	7382
729	19884	7354
730	19908	7326
731	19934	7298
732	19961	7271
733	19987	7243
734	20013	7215
735	20037	7187
736	20063	7159
737	20090	7132
738	20118	7105
739	20150	7079
740	20177	7052
741	20202	7024
742	20229	6997
743	20254	6969
744	20279	6941
745	20306	6913
746	20336	6887
747	20359	6859
748	20384	6831
749	20410	6803
750	20435	6775
751	20461	6747
752	20490	6721
753	20522	6695
754	20550	6668
755	20575	6640
756	20600	6612
757	20626	6585
758	20651	6557
759	20679	6530
760	20709	6503
761	20733	6475
762	20759	6448
763	20783	6420
764	20810	6392
765	20836	6365
766	20864	6338
767	20890	6310
768	20918	6283
769	20943	6255
770	20969	6228
771	20997	6201
772	21022	6173
773	21050	6146
774	21079	6119
775	21106	6092
776	21133	6065
777	21160	6037
778	21187	6010
779	21211	5982
780	21239	5955
781	21268	5929
782	21294	5901
783	21319	5873
784	21343	5845
785	21367	5817
786	21391	5789
787	21422	5763
788	21449	5736
789	21474	5708
790	21496	5679
791	21519	5651
792	21547	5624
793	21573	5597
794	21600	5569
795	21629	5543
796	21655	5515
797	21681	5488
798	21709	5461
799	21737	5434
800	21763	5406
801	21795	5380
802	21831	5355
803	21859	5328
804	21885	5301
805	21910	5273
806	21935	5246
807	21964	5219
808	21992	5192
809	22017	5164
810	22044	5137
811	22071	5110
812	22096	5082
813	22119	5054
814	22147	5027
815	22176	5000
816	22200	4972
817	22225	4945
818	22250	4917
819	22274	4889
820	22299	4861
821	22325	4834
822	22353	4807
823	22379	4780
824	22404	4752
825	22429	4724
826	22452	4696
827	22479	4669
828	22508	4642
829	22536	4615
830	22561	4588
831	22584	4560
832	22607	4532
833	22632	4504
834	22654	4476
835	22678	4448
836	22706	4421
837	22733	4394
838	22759	4367
839	22783	4339
840	22807	4311
841	22832	4284
842	22860	4257
843	22886	4230
844	22915	4203
845	22939	4175
846	22963	4148
847	22989	4120
848	23014	4093
849	23039	4065
850	23067	4038
851	23095	4011
852	23120	3984
853	23144	3956
854	23169	3929
855	23194	3901
856	23221	3874
857	23249	3847
858	23277	3820
859	23304	3793
860	23330	3766
861	23354	3738
862	23379	3711
863	23404	3684
864	23432	3657
865	23459	3630
866	23486	3602
867	23511	3575
868	23537	3548
869	23562	3520
870	23587	3493
871	23612	3466
872	23639	3438
873	23667	3412
874	23693	3384
875	23716	3357
876	23740	3329
877	23764	3302
878	23787	3274
879	23815	3247
880	23846	3221
881	23872	3193
882	23897	3166
883	23921	3139
884	23945	3111
885	23973	3084
886	24001	3057
887	24031	3031
888	24056	3003
889	24080	2976
890	24103	2948
891	24127	2921
892	24150	2893
893	24175	2866
894	24203	2839
895	24229	2812
896	24258	2785
897	24287	2758
898	24312	2731
899	24336	2704
900	24365	2677
901	24395	2650
902	24428	2624
903	24456	2597
904	24551	2577
905	24594	2551
906	24619	2524
907	24645	2497
908	24671	2469
909	24695	2442
910	24719	2414
911	24743	2387
912	24769	2360
913	24793	2332
914	24820	2305
915	24845	2278
916	24867	2250
917	24888	2223
918	24909	2195
919	24931	2167
920	24953	2140
921	24980	2113
922	25009	2086
923	25036	2059
924	25061	2032
925	25088	2004
926	25112	1977
927	25140	1950
928	25166	1923
929	25189	1895
930	25215	1868
931	25242	1841
932	25268	1814
933	25301	1787
934	25327	1760
935	25353	1733
936	25379	1706
937	25406	1679
938	25431	1652
939	25462	1625
940	25489	1598
941	25520	1571
942	25548	1544
943	25577	1517
944	25605	1490
945	25631	1463
946	25656	1435
947	25683	1408
948	25709	1381
949	25739	1354
950	25771	1327
951	25799	1300
952	25826	1273
953	25855	1246
954	25881	1219
955	25912	1192
956	25937	1165
957	25967	1138
958	25996	1111
959	26026	1084
960	26055	1057
961	26082	1030
962	26111	1003
963	26141	976
964	26171	949
965	26201	922
966	26226	894
967	26266	868
968	26294	841
969	26322	814
970	26358	787
971	26388	760
972	26416	733
973	26446	705
974	26478	678
975	26512	651
976	26540	624
977	26571	597
978	26599	570
979	26624	543
980	26652	516
981	26680	489
982	26707	461
983	26738	434
984	26770	407
985	26798	380
986	26827	353
987	26858	326
988	26888	299
989	26919	271
990	26950	244
991	26980	217
992	27005	190
993	27030	163
994	27059	135
995	27089	108
996	27115	81
997	27144	54
998	27171	27
999	27196	0
