iter	RMSE
448	0.4324510224
449	0.4312715788
450	0.4308980442
451	0.4302845352
452	0.4300038138
453	0.4298867105
454	0.4298511039
455	0.4294884734
456	0.4293997616
457	0.4283732186
458	0.4269613916
459	0.4261933287
460	0.4258218186
461	0.4253576559
462	0.4251397698
463	0.4242181355
464	0.4241359692
465	0.4238613589
466	0.4229024058
467	0.4228795144
468	0.4222855737
469	0.4218319997
470	0.4212461098
471	0.420979563
472	0.4207253289
473	0.4203385655
474	0.4191451649
475	0.4186843565
476	0.4177283257
477	0.4169986957
478	0.4168915683
479	0.4167426572
480	0.4163317295
481	0.4162279128
482	0.415778603
483	0.4148808482
484	0.414010646
485	0.4135428138
486	0.4128015489
487	0.4127702304
488	0.4125722634
489	0.4114650193
490	0.4109952295
491	0.4103356952
492	0.4098446485
493	0.4085035701
494	0.4077947298
495	0.4075653499
496	0.4075242726
497	0.4073639107
498	0.4070075066
499	0.4063604316
500	0.4059874032
501	0.4053615227
502	0.4046798806
503	0.4045937521
504	0.404354025
505	0.4035929484
506	0.4032498037
507	0.4029674097
508	0.4025771516
509	0.4022830198
510	0.4020130884
511	0.4012556798
512	0.4011823615
513	0.4006010259
514	0.399935868
515	0.3995968725
516	0.3983953279
517	0.3979852269
518	0.39697487
519	0.3965128442
520	0.3961708053
521	0.3961523827
522	0.395760952
523	0.3953450565
524	0.3948998056
525	0.3941242563
526	0.3935381649
527	0.3931378862
528	0.3925684899
529	0.3921416039
530	0.391564696
531	0.3913972606
532	0.3905552697
533	0.3901793503
534	0.3898373748
535	0.3894691349
536	0.3894036802
537	0.3893659196
538	0.3892301213
539	0.389002642
540	0.388769421
541	0.388304256
542	0.3871908184
543	0.3860818019
544	0.3858721993
545	0.3855749221
546	0.3849517209
547	0.3845908371
548	0.3839075385
549	0.3834576208
550	0.3831769412
551	0.3822701041
552	0.3818448078
553	0.3818267115
554	0.3818095092
555	0.3814566372
556	0.3813967079
557	0.3809459347
558	0.3807654113
559	0.3803450697
560	0.3800550756
561	0.3800379692
562	0.3797082561
563	0.379263149
564	0.3789844871
565	0.3786996485
566	0.3781413281
567	0.3780054189
568	0.3777154989
569	0.3774234953
570	0.3770767558
571	0.3768698538
572	0.3766602311
573	0.3764006457
574	0.3762069727
575	0.3757640537
576	0.3752711192
577	0.3749704373
578	0.3744083319
579	0.3740032318
580	0.3739481819
581	0.3736346052
582	0.3734365377
583	0.3722628016
584	0.3719661213
585	0.3716892889
586	0.3708413173
587	0.3707295269
588	0.3699838183
589	0.3698768268
590	0.3695620224
591	0.3692072071
592	0.3689632166
593	0.3689471922
594	0.368576508
595	0.3682635194
596	0.3675459184
597	0.3672046636
598	0.3671889066
599	0.3669110412
600	0.3662215354
601	0.3660206948
602	0.3654194143
603	0.3651970083
604	0.3649366778
605	0.3649211764
606	0.3645614892
607	0.3638705931
608	0.3638184447
609	0.3635655847
610	0.3634814606
611	0.3631999164
612	0.3628305776
613	0.3625543814
614	0.3622722124
615	0.3620513388
616	0.3617623924
617	0.361105741
618	0.3604719428
619	0.3603473134
620	0.3601182067
621	0.3595053703
622	0.3588903528
623	0.3588377302
624	0.3585993321
625	0.3584489132
626	0.3578653819
627	0.3568178219
628	0.3559418987
629	0.3553694513
630	0.3551976969
631	0.3551834208
632	0.3548661913
633	0.3545831041
634	0.3543389141
635	0.3540627815
636	0.3536943791
637	0.3534542927
638	0.3527638906
639	0.3527505206
640	0.3520773958
641	0.3516193428
642	0.3513902647
643	0.3510187231
644	0.350463118
645	0.3503060397
646	0.3501012868
647	0.3498416075
648	0.3494776191
649	0.3488013937
650	0.3486926484
651	0.3483108809
652	0.3479906913
653	0.347701477
654	0.3468114183
655	0.346040776
656	0.3455694046
657	0.3452911511
658	0.3447526717
659	0.3445571173
660	0.3441712009
661	0.3440116325
662	0.3437970258
663	0.3427908641
664	0.3421127373
665	0.3420990174
666	0.3418730623
667	0.3409757548
668	0.3404391138
669	0.3400798392
670	0.3395360229
671	0.3395224732
672	0.3391744459
673	0.3390355368
674	0.3387608264
675	0.3387474696
676	0.338458694
677	0.3381583661
678	0.3380068733
679	0.3377486264
680	0.3374165171
681	0.337109518
682	0.3366956689
683	0.3361944549
684	0.3358929946
685	0.3355479364
686	0.3352337674
687	0.3350043143
688	0.3349915864
689	0.3346265074
690	0.3343973724
691	0.3337524865
692	0.3331302584
693	0.3329213873
694	0.3326418168
695	0.3325383861
696	0.3321860742
697	0.3316071057
698	0.3313382737
699	0.3309266328
700	0.3308333334
701	0.3304558655
702	0.3302980312
703	0.3300850314
704	0.3295089729
705	0.3289471683
706	0.3283854815
707	0.3282210185
708	0.3282084671
709	0.3279730112
710	0.3276969064
711	0.3271892531
712	0.3268840492
713	0.3263405251
714	0.3259769855
715	0.325732786
716	0.325455084
717	0.3250933567
718	0.3248746717
719	0.3248625774
720	0.3245567672
721	0.3243691502
722	0.3236724524
723	0.3232453548
724	0.3229495526
725	0.3226071723
726	0.3223531627
727	0.3221996078
728	0.3218297097
729	0.3215420887
730	0.3210933385
731	0.3208876042
732	0.3207122338
733	0.320188693
734	0.3200429384
735	0.3195720133
736	0.319037526
737	0.3187681291
738	0.3187055146
739	0.3185318544
740	0.3181678915
741	0.3176474569
742	0.3176262217
743	0.3174075933
744	0.3172265386
745	0.3172059073
746	0.3169861383
747	0.3167892497
748	0.316625576
749	0.3163760306
750	0.3160746577
751	0.3158532993
752	0.3157560348
753	0.3157360848
754	0.3154845526
755	0.315219915
756	0.3152005506
757	0.314922827
758	0.3147269772
759	0.3139926121
760	0.313708143
761	0.3131045085
762	0.3126705941
763	0.312396879
764	0.3121059579
765	0.3118565797
766	0.3117146211
767	0.3116955683
768	0.3116769415
769	0.3111377481
770	0.3108537608
771	0.3105332362
772	0.3100617103
773	0.3098982829
774	0.3097251681
775	0.3090352407
776	0.3087379364
777	0.3085639598
778	0.3083253187
779	0.3081542834
780	0.3078733902
781	0.3072632623
782	0.3072454816
783	0.3069888823
784	0.3068203036
785	0.3063377512
786	0.3060991819
787	0.3055501933
788	0.3049334557
789	0.3047717691
790	0.3046073625
791	0.3045729114
792	0.304405468
793	0.3039256814
794	0.3033215473
795	0.3028274478
796	0.3026603711
797	0.3024468309
798	0.3020860478
799	0.3017527889
800	0.3011951478
801	0.3008547505
802	0.3004757227
803	0.2998955084
804	0.2996638593
805	0.2994327255
806	0.2991647502
807	0.2989215817
808	0.2985923191
809	0.2984327157
810	0.2982685109
811	0.2979469284
812	0.2979301591
813	0.297403593
814	0.296996136
815	0.2966965808
816	0.2966828457
817	0.2964518191
818	0.2961256327
819	0.295657375
820	0.2953629941
821	0.2950199816
822	0.2945636803
823	0.2943648249
824	0.2938740817
825	0.2936868592
826	0.2934235442
827	0.2932384994
828	0.2928981754
829	0.292564677
830	0.2923881252
831	0.2916445378
832	0.2914715301
833	0.2910982021
834	0.290703163
835	0.2906140926
836	0.2904894607
837	0.2899921527
838	0.2895782466
839	0.289344942
840	0.2890425303
841	0.2890141948
842	0.288842205
843	0.2885796453
844	0.2885649338
845	0.2885490784
846	0.2883884615
847	0.2881197088
848	0.28782583
849	0.2876870975
850	0.2872163501
851	0.2867040124
852	0.2866708512
853	0.2864069434
854	0.2861293129
855	0.2857201528
856	0.2854862298
857	0.2852982809
858	0.2850329778
859	0.2846678338
860	0.2846202674
861	0.2844155868
862	0.2844032034
863	0.2842540867
864	0.2839213854
865	0.2837340274
866	0.2832677763
867	0.2829545059
868	0.282796484
869	0.2824545755
870	0.2823274896
871	0.2819150469
872	0.2816697122
873	0.2815475255
874	0.2810311091
875	0.2810178034
876	0.2806600547
877	0.2803582198
878	0.2802785812
879	0.2799866498
880	0.2797429816
881	0.2795091011
882	0.2794608234
883	0.2792498986
884	0.2790460181
885	0.2788070299
886	0.278548652
887	0.27839495
888	0.2783807354
889	0.2776705376
890	0.2772416128
891	0.2769173772
892	0.2764923853
893	0.2764113871
894	0.2762810124
895	0.2759618952
896	0.2758181714
897	0.27554525
898	0.2751145557
899	0.2747109513
900	0.2742615436
901	0.2742288274
902	0.2740711126
903	0.2740518114
904	0.2738457157
905	0.2737373411
906	0.2737237817
907	0.2737114389
908	0.2732863236
909	0.2732030599
910	0.273076282
911	0.2730219374
912	0.2725048472
913	0.2718787822
914	0.2718656069
915	0.2717616691
916	0.2716440768
917	0.2714349513
918	0.2712224633
919	0.2712106887
920	0.2711074344
921	0.270880804
922	0.2707081794
923	0.2706966369
924	0.2706853255
925	0.2706565575
926	0.2702389228
927	0.2697221555
928	0.2692536019
929	0.2689314991
930	0.268619613
931	0.2683925445
932	0.26818245
933	0.2679302632
934	0.2677188108
935	0.2672175003
936	0.2670698679
937	0.2666885298
938	0.2665416352
939	0.2660975587
940	0.2659199285
941	0.2657256338
942	0.265466459
943	0.2654215029
944	0.26499115
945	0.2649474353
946	0.2646660874
947	0.2645948061
948	0.2643788445
949	0.2643540266
950	0.264250361
951	0.263741373
952	0.2634358102
953	0.2634048763
954	0.2627807441
955	0.2625304135
956	0.2622755409
957	0.2619407748
958	0.2617093645
959	0.2613303026
960	0.260995589
961	0.2606181119
962	0.2604745525
963	0.2604159452
964	0.2603121781
965	0.2602909305
966	0.2600003056
967	0.2598964588
968	0.2597391674
969	0.2595466875
970	0.2592136505
971	0.2590509963
972	0.2590408131
973	0.2587125255
974	0.258372004
975	0.2582681701
976	0.2578714506
977	0.2578233278
978	0.2576678251
979	0.2576575232
980	0.2574014756
981	0.2573791293
982	0.2571141773
983	0.2568771522
984	0.2567776703
985	0.2564079465
986	0.2561035369
987	0.2558886552
988	0.255769347
989	0.2554749362
990	0.2550216994
991	0.2549315605
992	0.2547086322
993	0.2545108457
994	0.2543850065
995	0.254225682
996	0.2540525844
997	0.2536521476
998	0.2535539563
999	0.2534407918
